Passenger_ID,Flight_ID,Airline,Departure_Airport,Arrival_Airport,Departure_Time,Flight_Duration_Minutes,Flight_Status,Distance_Miles,Price_USD,Age,Gender,Income_Level,Travel_Purpose,Seat_Class,Bags_Checked,Frequent_Flyer_Status,Check_in_Method,Flight_Satisfaction_Score,Delay_Minutes,Booking_Days_In_Advance,No_Show,Weather_Impact,Seat_Selected,Booking_Lead_Time
P3623,F1917,Southwest,SEA,DEN,12/11/2023 15:43,83,On-time,1415,422.45,54,Male,High,Family,Premium Economy,3,,Airport Kiosk,7.127944588,1,73,0,0,Aisle,9
P3624,F1946,Delta,SEA,DFW,1/11/2025 22:19,187,On-time,778,340.31,27,Female,Low,Leisure,First,1,Silver,Desk,8.335256441,2,104,1,0,Middle,23
P3625,F1824,JetBlue,DFW,JFK,5/31/2023 21:43,183,Delayed,1272,423.3,56,Female,High,Emergency,Premium Economy,1,Silver,Mobile App,7.656187059,1,74,0,1,Window,117
P3626,F598,Delta,LAX,DEN,4/21/2024 5:05,91,On-time,1003,357.69,34,Male,Low,Business,Economy,0,Gold,Online,7.88232876,4,17,0,0,Middle,98
P3627,F181,JetBlue,DFW,LAX,5/25/2023 11:44,200,Delayed,1099,271.46,59,Male,High,Emergency,Economy,2,,Online,6.723624463,42,89,0,0,Middle,25
P3628,F768,Southwest,DEN,DEN,1/29/2024 4:31,234,On-time,1289,244.97,58,Female,High,Emergency,Economy,0,Silver,Desk,6.870922047,7,56,0,0,Middle,36
P3629,F1559,Delta,LAX,DFW,11/11/2023 11:28,269,Cancelled,1287,404.85,29,Male,Medium,Family,Economy,1,,Mobile App,7.701800602,35,77,0,0,Aisle,101
P3630,F1351,United,DFW,SEA,2/20/2025 16:45,130,On-time,1143,172.55,58,Female,Low,Business,Economy,1,,Desk,7.465429229,13,70,0,1,Aisle,84
P3631,F1242,Delta,LAX,SFO,7/6/2024 16:58,165,On-time,1698,364.19,41,Female,Medium,Emergency,Economy,0,Gold,Online,7.208030139,37,29,0,0,Aisle,53
P3632,F1528,United,DEN,JFK,11/26/2024 2:49,188,On-time,1391,292.05,33,Female,High,Family,Economy,1,,Mobile App,8.29785851,23,4,0,0,Aisle,103
P3633,F338,Southwest,DFW,SEA,3/18/2025 13:55,158,Cancelled,1438,268.56,79,Female,Low,Leisure,Business,2,,Online,8.731335513,5,20,0,1,Window,102
P3634,F1505,Delta,JFK,LAX,5/8/2024 3:26,184,On-time,1149,285.4,74,Male,Low,Leisure,Business,1,Silver,Mobile App,7.412200389,8,60,0,0,Middle,20
P3635,F1084,JetBlue,JFK,LAX,12/5/2023 20:43,155,On-time,1178,177.52,62,Female,Medium,Leisure,Economy,1,,Airport Kiosk,6.659771296,2,112,0,0,Window,73
P3636,F1831,JetBlue,ATL,ORD,10/25/2024 6:35,128,On-time,1395,414.83,33,Female,Medium,Family,Premium Economy,1,,Airport Kiosk,8.599250463,2,66,0,0,Middle,37
P3637,F716,United,JFK,ORD,3/29/2024 15:55,232,Cancelled,1148,479.8,33,Male,High,Family,First,1,Silver,Desk,9.380602868,4,37,0,0,Window,45
P3638,F351,United,JFK,JFK,11/10/2023 3:51,188,Delayed,873,322.81,26,Female,Low,Business,Economy,2,,Airport Kiosk,6.068834915,12,26,0,1,Aisle,3
P3639,F986,Southwest,DEN,ATL,6/15/2023 6:56,140,Delayed,668,248.7,73,Male,Low,Leisure,Premium Economy,1,Platinum,Airport Kiosk,8.547941683,4,19,0,0,Middle,59
P3640,F1675,American Airlines,DEN,ORD,5/27/2024 11:41,229,On-time,1166,449.1,49,Male,Medium,Emergency,Economy,1,Silver,Online,6.557149405,8,83,0,0,Aisle,56
P3641,F1766,JetBlue,LAX,SFO,8/30/2024 22:08,107,On-time,1107,356.73,68,Male,Low,Emergency,Business,1,Silver,Online,7.526719982,10,59,0,0,Middle,44
P3642,F1407,American Airlines,ORD,DEN,9/5/2023 16:10,192,On-time,1478,537.13,72,Male,Low,Business,Economy,1,Platinum,Airport Kiosk,7.524140464,10,9,0,1,Middle,19
P3643,F246,United,ORD,DEN,2/28/2025 15:11,163,Cancelled,868,460.08,24,Female,Medium,Family,Premium Economy,0,,Mobile App,6.789613095,10,0,0,1,Middle,16
P3644,F1470,JetBlue,DEN,ORD,7/26/2024 5:39,167,On-time,1206,357.37,60,Female,Low,Emergency,Premium Economy,1,Silver,Mobile App,9.250328827,8,112,0,0,Window,118
P3645,F1147,JetBlue,LAX,SFO,9/20/2023 7:59,240,Delayed,1328,349.98,28,Male,Medium,Business,Premium Economy,6,,Airport Kiosk,8.866400405,5,88,0,0,Window,70
P3646,F1309,Delta,ORD,ATL,10/1/2023 8:05,184,On-time,1016,363.45,47,Female,High,Business,Premium Economy,2,Silver,Online,7.717428768,10,67,0,0,Window,3
P3647,F667,JetBlue,SEA,LAX,11/11/2024 13:39,152,Delayed,1138,402.11,60,Female,Medium,Business,Economy,1,,Mobile App,7.215659893,19,99,0,0,Middle,92
P3648,F1829,Delta,LAX,SFO,1/31/2024 3:23,143,On-time,1064,383.87,72,Female,Medium,Family,Economy,2,,Airport Kiosk,7.246170933,7,21,0,0,Window,13
P3649,F1230,Southwest,SEA,JFK,9/30/2024 20:21,167,On-time,1359,138.08,75,Male,Medium,Business,Business,1,,Airport Kiosk,8.311603113,12,86,1,1,Aisle,2
P3650,F1098,American Airlines,ORD,LAX,8/30/2024 4:03,95,On-time,1201,270.13,48,Male,Medium,Family,Economy,4,,Mobile App,7.136470955,8,55,0,0,Window,87
P3651,F369,United,SEA,SEA,12/24/2024 3:33,232,On-time,2009,359.94,32,Female,Medium,Family,Economy,0,,Online,7.801221528,10,77,0,0,Middle,100
P3652,F1661,American Airlines,JFK,ATL,4/26/2024 1:49,273,On-time,728,525.61,46,Female,High,Business,Economy,2,,Airport Kiosk,7.428935181,9,116,0,0,Middle,79
P3653,F550,Delta,DFW,LAX,6/28/2023 16:52,179,On-time,1093,417.01,67,Male,Medium,Business,Business,0,Silver,Desk,8.824174326,6,42,0,0,Aisle,57
P3654,F1593,American Airlines,SEA,DEN,7/28/2023 12:15,174,Delayed,1017,216.95,29,Male,Low,Leisure,Business,0,,Mobile App,8.156735953,3,99,1,0,Aisle,54
P3655,F1371,United,ATL,DEN,9/26/2023 23:25,234,On-time,875,489.17,60,Female,Medium,Emergency,Business,1,,Mobile App,9.625740437,14,96,1,0,Middle,115
P3656,F1119,American Airlines,JFK,LAX,4/9/2025 6:35,215,On-time,1310,292.81,29,Male,Medium,Family,Economy,3,Silver,Online,7.110294809,3,13,0,0,Middle,3
P3657,F1991,Delta,SFO,SEA,7/29/2024 3:53,167,On-time,1338,283.68,24,Male,Medium,Leisure,Economy,3,,Airport Kiosk,7.381675299,15,81,0,0,Middle,119
P3658,F1110,Delta,JFK,DEN,12/20/2024 22:34,137,On-time,1671,332.11,33,Male,High,Family,Business,2,,Online,8.045180768,14,24,0,0,Middle,23
P3659,F646,United,DFW,DFW,4/1/2024 19:26,118,On-time,964,277.49,29,Male,Medium,Leisure,Economy,0,Silver,Mobile App,7.366128941,42,84,0,0,Aisle,33
P3660,F124,United,SEA,JFK,5/6/2023 11:14,42,On-time,1263,439.8,21,Female,Medium,Family,Economy,1,Gold,Online,6.812436533,22,70,0,1,Aisle,29
P3661,F38,American Airlines,SFO,ATL,2/18/2025 18:41,132,Delayed,1737,179.13,57,Female,Medium,Leisure,Economy,1,,Desk,7.992967224,3,91,0,0,Window,81
P3662,F788,Delta,ORD,DEN,3/27/2024 18:00,228,Delayed,1347,281.79,37,Male,Low,Leisure,Economy,1,,Mobile App,6.793079095,29,68,0,0,Aisle,18
P3663,F1443,Southwest,LAX,JFK,4/21/2024 16:36,166,On-time,794,350.56,47,Male,Low,Family,Economy,2,Platinum,Airport Kiosk,6.573926594,7,51,0,0,Window,30
P3664,F323,American Airlines,LAX,SFO,2/6/2024 6:31,233,On-time,722,492.58,48,Male,Medium,Business,Economy,1,,Desk,8.42122957,6,18,0,0,Window,59
P3665,F1352,Delta,ORD,ATL,7/23/2024 4:54,194,On-time,1358,166.6,63,Female,Medium,Family,Business,1,Platinum,Online,7.529614452,5,109,0,0,Aisle,59
P3666,F1361,American Airlines,ORD,DFW,7/5/2024 17:28,191,Cancelled,785,408.8,58,Male,Low,Leisure,Economy,1,Silver,Mobile App,6.674490022,2,110,0,0,Aisle,18
P3667,F357,American Airlines,LAX,DFW,11/14/2023 22:26,265,On-time,712,85.87,73,Female,Low,Leisure,Economy,1,Gold,Online,7.691997625,8,24,0,0,Window,48
P3668,F1455,American Airlines,SFO,DFW,8/19/2024 8:25,183,On-time,1022,373.79,29,Male,High,Business,Economy,3,Gold,Online,7.531573135,9,1,0,0,Middle,62
P3669,F461,JetBlue,DFW,ATL,4/4/2024 16:46,230,Cancelled,1520,250.43,45,Male,High,Business,Economy,3,Platinum,Desk,8.003840031,22,12,0,0,Window,109
P3670,F654,Delta,SFO,JFK,5/13/2023 18:08,199,On-time,1130,316.29,19,Female,Medium,Leisure,Premium Economy,0,,Airport Kiosk,9.350542144,10,115,0,0,Window,82
P3671,F1158,JetBlue,SEA,ATL,7/25/2024 7:06,199,Delayed,1228,395.64,29,Male,Low,Emergency,Premium Economy,0,,Desk,7.431637179,2,19,0,0,Aisle,21
P3672,F1275,JetBlue,DFW,SEA,9/17/2023 15:25,206,On-time,1114,217.97,68,Male,Medium,Leisure,Economy,1,Silver,Online,7.229648105,2,102,0,0,Window,23
P3673,F342,Southwest,ORD,SEA,2/4/2025 10:35,170,On-time,1317,341.91,34,Female,Medium,Leisure,Economy,1,Silver,Airport Kiosk,6.979652262,63,62,0,0,Window,108
P3674,F1260,United,SFO,DEN,8/17/2023 20:45,170,On-time,1436,270.48,61,Female,High,Business,Economy,2,,Desk,7.413653044,2,86,0,0,Middle,75
P3675,F749,American Airlines,ORD,SEA,8/13/2024 18:15,335,Cancelled,802,361.11,78,Female,Medium,Business,Economy,0,,Online,7.164008508,3,54,0,0,Middle,29
P3676,F1822,JetBlue,SEA,ORD,7/29/2023 6:57,175,On-time,1122,389.86,75,Female,High,Leisure,Economy,1,,Desk,6.887043097,23,60,0,1,Window,57
P3677,F344,American Airlines,JFK,SFO,1/21/2024 15:36,106,On-time,592,369.13,78,Male,Medium,Leisure,Economy,1,Silver,Mobile App,8.286036146,7,28,0,0,Middle,101
P3678,F1586,JetBlue,DFW,ORD,1/12/2025 4:20,245,On-time,1345,302.97,51,Female,Low,Family,First,1,Silver,Airport Kiosk,10,2,12,0,0,Aisle,116
P3679,F318,American Airlines,ORD,SFO,2/27/2024 6:25,180,Delayed,516,277,75,Male,Low,Emergency,Economy,2,,Mobile App,6.657922495,9,29,0,0,Aisle,30
P3680,F1288,JetBlue,JFK,SFO,6/2/2024 6:25,89,On-time,1341,473.24,28,Male,Medium,Family,Premium Economy,0,,Mobile App,8.789877521,13,37,0,0,Middle,99
P3681,F169,Southwest,JFK,DFW,11/21/2023 9:53,231,On-time,868,322.11,50,Male,Low,Leisure,Economy,1,Platinum,Mobile App,7.25754222,2,51,0,0,Aisle,63
P3682,F16,Southwest,SEA,SEA,3/25/2025 2:47,154,On-time,1207,384.36,32,Male,Medium,Family,Premium Economy,0,Gold,Desk,7.933261242,5,48,0,0,Aisle,18
P3683,F77,American Airlines,DEN,SFO,9/24/2023 13:51,234,On-time,1301,166.31,24,Male,Medium,Business,Economy,0,,Mobile App,6.668125443,27,5,0,0,Aisle,47
P3684,F1492,United,ATL,DEN,1/24/2024 21:22,203,Cancelled,1069,322.85,61,Male,Medium,Emergency,Economy,1,,Mobile App,5.812747461,21,76,0,0,Aisle,44
P3685,F1821,Delta,DEN,ORD,6/21/2024 22:21,139,On-time,1178,324.14,54,Male,Medium,Emergency,Economy,2,Platinum,Mobile App,8.072318607,7,99,0,0,Aisle,99
P3686,F1472,JetBlue,LAX,SEA,10/12/2024 9:48,208,On-time,1068,427.59,45,Male,High,Business,Economy,1,Silver,Desk,6.811986334,6,61,0,1,Aisle,93
P3687,F1978,American Airlines,SFO,LAX,5/1/2024 17:42,154,On-time,807,522.66,51,Female,High,Emergency,Premium Economy,4,,Airport Kiosk,6.726152647,3,10,0,0,Middle,54
P3688,F298,American Airlines,DFW,SFO,10/26/2024 8:05,225,Delayed,657,447.99,38,Male,Medium,Leisure,Economy,0,,Online,8.2164018,6,64,0,0,Window,112
P3689,F912,JetBlue,ORD,JFK,3/16/2025 13:50,208,On-time,916,240.25,70,Female,Medium,Family,Premium Economy,1,,Mobile App,7.536752001,2,1,0,0,Middle,54
P3690,F28,United,JFK,DFW,1/31/2024 2:50,146,On-time,1518,197.88,76,Male,High,Emergency,Economy,1,,Online,8.24025531,5,81,0,0,Middle,96
P3691,F460,United,DEN,SFO,5/8/2024 7:44,201,On-time,557,351,34,Female,High,Leisure,First,3,Platinum,Airport Kiosk,8.854464732,23,114,0,0,Middle,17
P3692,F629,United,SEA,SEA,3/20/2024 12:03,242,On-time,1453,284.97,72,Female,High,Business,Economy,2,Gold,Mobile App,6.514842508,18,65,0,0,Window,62
P3693,F1359,Delta,DEN,JFK,11/13/2023 0:01,279,On-time,1097,452.6,72,Male,Low,Business,Economy,1,,Desk,8.678333623,5,0,0,0,Window,115
P3694,F199,Delta,ATL,JFK,12/28/2024 0:23,213,On-time,1552,450.72,37,Male,Medium,Leisure,Economy,1,Silver,Airport Kiosk,9.005673014,10,70,0,0,Window,112
P3695,F944,JetBlue,DFW,SFO,11/7/2023 12:47,153,On-time,1268,478.12,53,Female,Medium,Emergency,Economy,0,,Desk,7.737658205,11,13,0,0,Window,91
P3696,F727,American Airlines,LAX,SFO,10/12/2023 14:29,176,On-time,1571,342.49,59,Male,Medium,Leisure,Economy,0,Silver,Mobile App,6.753873006,6,74,0,0,Aisle,46
P3697,F1923,United,DFW,ATL,4/27/2023 15:41,187,Delayed,1400,161.98,31,Female,Medium,Emergency,Economy,2,,Mobile App,7.085034286,20,109,0,0,Middle,74
P3698,F1314,Delta,LAX,DFW,10/22/2024 6:16,198,On-time,1146,367.49,77,Male,Medium,Business,Economy,0,,Desk,9.068489501,1,99,0,0,Window,56
P3699,F1840,JetBlue,DFW,DEN,5/12/2023 5:05,231,On-time,1359,435.25,62,Female,Medium,Emergency,Business,2,,Online,8.627050974,8,98,0,1,Window,117
P3700,F1630,JetBlue,SFO,JFK,6/27/2023 2:22,77,On-time,604,266.8,76,Male,Medium,Leisure,Premium Economy,0,Silver,Airport Kiosk,9.461753988,8,44,0,0,Aisle,44
P3701,F453,American Airlines,LAX,JFK,4/5/2024 5:29,94,On-time,1644,153.79,50,Male,High,Leisure,Premium Economy,2,Platinum,Airport Kiosk,8.926022442,0,35,1,0,Window,32
P3702,F377,JetBlue,ATL,JFK,11/8/2023 16:46,213,On-time,836,467.03,21,Male,Low,Leisure,Economy,1,,Desk,7.473824585,8,96,0,1,Middle,16
P3703,F691,JetBlue,ORD,ORD,9/15/2024 21:28,169,On-time,1766,342.91,30,Female,Low,Leisure,Economy,1,,Mobile App,7.151914944,10,76,0,0,Window,69
P3704,F571,JetBlue,SFO,LAX,7/23/2024 20:31,184,On-time,956,455.11,55,Female,Low,Emergency,Economy,1,,Airport Kiosk,6.287429227,4,60,0,0,Window,3
P3705,F1925,JetBlue,DFW,SEA,7/7/2023 10:19,234,On-time,1040,254.25,72,Male,Medium,Leisure,Economy,0,Gold,Airport Kiosk,6.818773933,6,2,0,0,Aisle,19
P3706,F536,JetBlue,JFK,ORD,10/8/2023 17:18,244,On-time,749,500.5,28,Female,Medium,Family,Business,0,Silver,Desk,8.245884144,30,14,0,0,Middle,111
P3707,F1737,American Airlines,JFK,ATL,6/17/2023 2:58,265,On-time,1625,274.26,24,Male,Medium,Business,Premium Economy,0,,Online,7.755946679,17,94,0,1,Window,46
P3708,F294,American Airlines,DFW,LAX,5/23/2023 23:47,280,Cancelled,905,403.4,54,Male,High,Leisure,Economy,0,,Mobile App,6.54267649,18,85,0,0,Middle,90
P3709,F144,Delta,DEN,DFW,7/20/2023 8:42,161,On-time,1448,479.62,37,Female,Medium,Business,Economy,1,Gold,Mobile App,6.149385684,19,74,0,0,Middle,14
P3710,F269,Delta,DFW,JFK,8/3/2023 12:11,162,On-time,1067,527.7,73,Female,Low,Family,Economy,0,,Airport Kiosk,8.564226565,3,84,0,0,Aisle,69
P3711,F157,American Airlines,SEA,JFK,4/30/2023 5:04,192,On-time,890,174.76,39,Male,Low,Emergency,Business,1,Platinum,Desk,7.734245394,6,66,0,1,Window,46
P3712,F1837,Southwest,SEA,LAX,3/16/2024 15:17,209,On-time,1505,361.88,78,Male,Low,Leisure,Economy,1,Silver,Airport Kiosk,7.835119608,12,94,0,1,Middle,77
P3713,F1064,Delta,SFO,DEN,10/21/2024 12:26,208,On-time,1354,349.96,69,Male,Low,Emergency,Economy,2,Gold,Desk,6.602282664,4,76,0,0,Aisle,74
P3714,F1260,Delta,LAX,SEA,8/9/2024 14:21,117,Delayed,770,385.18,44,Female,Low,Leisure,Economy,2,,Online,7.925548363,1,86,0,0,Aisle,102
P3715,F93,JetBlue,ATL,DEN,8/3/2023 21:44,202,On-time,1244,327.96,51,Male,Low,Family,Economy,2,Gold,Airport Kiosk,7.398305016,5,109,0,0,Middle,8
P3716,F1556,Delta,SEA,DFW,4/23/2023 13:44,109,On-time,1258,363.83,61,Male,Medium,Business,Economy,0,,Online,8.33286696,18,9,0,1,Middle,89
P3717,F1770,American Airlines,ATL,ORD,11/16/2023 2:38,157,On-time,1342,285.56,39,Male,Low,Leisure,First,1,,Online,7.980332631,1,63,0,0,Middle,15
P3718,F1811,JetBlue,JFK,LAX,8/6/2024 3:08,265,On-time,1127,379.62,67,Female,High,Emergency,Economy,0,Silver,Mobile App,6.983223812,3,68,0,0,Middle,68
P3719,F1805,American Airlines,ORD,ATL,3/2/2024 14:04,241,On-time,854,445.31,19,Female,Medium,Business,Business,0,,Mobile App,9.203546423,5,9,0,0,Window,120
P3720,F1176,Southwest,DFW,JFK,7/29/2023 13:15,225,On-time,1706,245.99,77,Female,Medium,Emergency,Economy,1,,Desk,8.548118654,2,51,1,1,Window,115
P3721,F198,Southwest,DEN,SFO,3/4/2024 4:38,358,On-time,1248,350.1,49,Male,High,Leisure,Premium Economy,2,,Mobile App,7.78642952,4,21,0,0,Middle,60
P3722,F826,Delta,DEN,ORD,12/14/2024 15:02,253,On-time,1411,304.68,28,Male,Medium,Family,Premium Economy,2,,Airport Kiosk,7.691846235,3,31,0,1,Window,9
P3723,F1199,United,LAX,DFW,9/12/2024 19:36,381,On-time,1277,315.56,77,Female,High,Emergency,First,0,,Mobile App,8.024011834,22,42,0,0,Aisle,49
P3724,F253,Southwest,SFO,SFO,3/4/2025 3:22,203,Delayed,1004,515.13,36,Male,Medium,Family,Economy,2,Silver,Desk,6.903452881,6,57,1,0,Aisle,2
P3725,F1616,Southwest,DFW,ORD,10/11/2023 20:35,113,On-time,547,266.27,22,Female,High,Emergency,Economy,0,,Desk,7.089878379,1,72,0,0,Aisle,76
P3726,F1195,American Airlines,SFO,ORD,4/5/2024 6:13,189,On-time,1158,462.94,60,Female,Medium,Leisure,Economy,0,,Desk,6.935552785,29,65,0,0,Middle,106
P3727,F1788,United,ORD,SEA,7/28/2023 17:29,204,Cancelled,1490,404.14,56,Male,Medium,Business,Economy,1,Silver,Online,7.423739776,12,97,0,0,Middle,112
P3728,F1726,Delta,LAX,SFO,7/31/2023 0:53,118,Cancelled,1255,245.02,79,Female,Medium,Emergency,Economy,0,Silver,Online,8.695513409,17,113,0,0,Aisle,93
P3729,F1395,United,LAX,ATL,12/16/2023 22:27,110,On-time,1212,503.65,76,Female,Low,Business,Economy,0,,Online,9.244338826,1,87,0,0,Middle,117
P3730,F377,American Airlines,DFW,SEA,6/14/2023 19:15,226,On-time,1469,367.11,26,Female,Low,Leisure,Economy,0,,Online,8.486406347,1,0,0,0,Middle,108
P3731,F1824,Delta,LAX,JFK,8/5/2024 23:51,83,On-time,1186,300.99,42,Female,Medium,Leisure,Economy,1,Silver,Online,8.123071465,8,119,0,0,Aisle,69
P3732,F1090,JetBlue,SEA,LAX,5/31/2023 22:26,220,Delayed,1471,503.9,21,Male,Medium,Leisure,Economy,2,,Mobile App,7.875477319,8,81,1,0,Window,80
P3733,F1492,United,SFO,DFW,2/14/2024 6:03,147,On-time,1176,532.16,42,Female,High,Business,Economy,2,Gold,Desk,8.118429561,3,14,0,0,Aisle,108
P3734,F1150,Southwest,JFK,DEN,12/9/2024 13:14,223,On-time,1512,187.17,70,Male,Medium,Emergency,Economy,0,,Online,7.068889265,10,47,0,0,Middle,50
P3735,F614,Southwest,DFW,JFK,5/17/2023 6:29,179,On-time,746,242.76,36,Female,Low,Emergency,Economy,0,Gold,Desk,8.578268083,4,81,0,0,Window,116
P3736,F1392,Delta,SEA,ATL,1/6/2024 7:27,188,On-time,1521,347.9,42,Male,Medium,Family,Premium Economy,0,,Desk,6.851356436,4,30,0,0,Middle,18
P3737,F1466,American Airlines,SEA,LAX,10/30/2023 23:36,254,On-time,1690,328.35,50,Female,Low,Emergency,Economy,2,,Desk,7.350020817,10,71,0,0,Middle,41
P3738,F1717,United,LAX,LAX,10/25/2023 8:00,247,On-time,1116,409.66,64,Female,High,Leisure,Economy,0,Gold,Online,7.357398885,7,63,0,1,Window,34
P3739,F1922,United,SFO,SFO,7/17/2024 13:49,182,On-time,1110,190.88,70,Male,Medium,Family,Economy,1,,Desk,6.6824791,9,39,0,0,Aisle,45
P3740,F849,Southwest,DEN,ORD,6/22/2024 20:42,210,On-time,1890,283.97,66,Female,High,Family,Business,0,Gold,Online,7.991453713,3,97,0,1,Middle,25
P3741,F50,Southwest,LAX,ATL,10/14/2024 5:34,212,On-time,847,463.34,53,Female,Low,Leisure,Economy,0,Gold,Desk,8.036433458,29,11,0,0,Middle,114
P3742,F9,JetBlue,SEA,JFK,6/14/2023 17:14,162,On-time,1358,395.49,33,Female,Medium,Emergency,Economy,2,Gold,Desk,8.187096095,8,10,0,1,Middle,68
P3743,F1571,Delta,JFK,LAX,6/30/2024 20:33,63,On-time,906,437.97,53,Female,Medium,Business,Business,0,Platinum,Desk,9.076595683,2,42,0,0,Middle,92
P3744,F344,Delta,LAX,JFK,8/28/2023 16:18,131,On-time,1004,548.37,20,Female,Low,Family,Economy,0,,Airport Kiosk,8.393718166,10,14,0,0,Middle,63
P3745,F1812,JetBlue,ORD,JFK,10/24/2024 5:32,140,Delayed,1098,191.22,21,Male,Medium,Leisure,Economy,0,Gold,Online,7.799947225,5,72,0,0,Window,36
P3746,F146,United,DFW,LAX,12/29/2023 19:04,194,On-time,999,343.49,53,Female,High,Leisure,Economy,2,Platinum,Airport Kiosk,7.976744804,5,95,0,0,Middle,83
P3747,F1183,United,JFK,DFW,8/1/2023 6:49,295,On-time,1277,396.92,64,Female,High,Emergency,Economy,5,,Mobile App,7.702697241,5,83,0,0,Middle,48
P3748,F1186,United,DFW,LAX,1/14/2025 0:40,157,On-time,1618,604.4,63,Female,Medium,Emergency,Economy,1,Gold,Mobile App,6.19531545,1,89,0,0,Aisle,20
P3749,F468,Delta,JFK,SEA,10/1/2023 21:05,133,On-time,1089,326.43,42,Male,Medium,Emergency,Business,1,,Online,8.728592283,5,55,0,1,Middle,73
P3750,F1563,American Airlines,DEN,ORD,1/13/2024 4:16,287,On-time,1783,333.35,57,Male,High,Business,Premium Economy,0,Silver,Desk,7.919129744,9,38,0,0,Middle,63
P3751,F1153,Southwest,SEA,DFW,10/21/2023 8:49,208,On-time,1010,383.27,46,Male,Low,Business,Economy,1,Gold,Mobile App,7.76960267,7,45,0,1,Aisle,4
P3752,F887,Delta,SEA,DFW,12/30/2023 14:21,205,On-time,1380,277.7,45,Male,Low,Emergency,Economy,2,,Desk,7.304703774,30,103,0,0,Middle,99
P3753,F1649,Delta,DFW,LAX,4/6/2024 10:12,85,On-time,1485,352.12,64,Male,High,Business,Premium Economy,1,,Airport Kiosk,7.746061315,4,107,0,0,Middle,69
P3754,F1463,Southwest,JFK,SFO,2/2/2025 2:48,131,Cancelled,1390,500.31,37,Male,Medium,Family,Economy,1,Gold,Online,7.609253461,17,48,1,1,Window,89
P3755,F874,Southwest,SEA,LAX,7/28/2024 9:46,222,On-time,525,265.55,42,Male,High,Emergency,Economy,1,,Airport Kiosk,7.518098601,10,2,0,0,Aisle,3
P3756,F154,United,DFW,ORD,5/20/2024 5:59,221,On-time,1123,292.51,66,Male,Medium,Emergency,Business,2,,Desk,8.446072332,10,68,0,0,Window,102
P3757,F1679,American Airlines,SEA,JFK,3/24/2025 21:20,194,On-time,1106,466.59,43,Female,High,Emergency,First,2,,Online,8.831013919,7,95,0,0,Middle,38
P3758,F1428,American Airlines,JFK,SFO,3/3/2024 9:02,162,On-time,1099,366.61,78,Male,Low,Emergency,Premium Economy,4,Silver,Mobile App,7.169773434,15,43,0,0,Aisle,113
P3759,F317,American Airlines,JFK,SFO,7/21/2023 6:56,180,On-time,657,450.63,43,Male,Medium,Family,Premium Economy,0,Silver,Airport Kiosk,6.584028503,4,38,1,1,Aisle,34
P3760,F1956,United,ORD,ORD,12/19/2023 16:14,203,On-time,980,389.92,37,Male,Low,Leisure,Economy,1,,Desk,6.215671656,13,29,0,0,Middle,0
P3761,F44,JetBlue,JFK,SEA,7/19/2024 9:34,319,On-time,1480,214.01,75,Female,High,Emergency,Premium Economy,0,Gold,Online,7.56637178,4,92,1,0,Middle,23
P3762,F858,Delta,DFW,DFW,8/26/2023 5:48,270,On-time,1741,442.7,55,Male,Medium,Family,Business,1,Silver,Mobile App,9.660044982,0,14,0,0,Middle,56
P3763,F471,United,ATL,ORD,9/29/2024 2:11,119,On-time,1148,338.95,42,Male,Low,Business,Economy,1,Platinum,Online,7.348433583,6,9,0,0,Aisle,99
P3764,F1086,JetBlue,DFW,DEN,11/23/2024 21:01,148,On-time,1619,299.64,57,Male,Medium,Leisure,Business,1,Silver,Airport Kiosk,8.281173859,2,12,0,0,Aisle,69
P3765,F715,Southwest,LAX,LAX,11/6/2023 17:21,226,On-time,1156,282.59,38,Male,Medium,Leisure,Premium Economy,0,,Airport Kiosk,7.597048999,15,97,0,1,Middle,40
P3766,F884,Southwest,ORD,DFW,4/6/2024 2:30,138,On-time,986,127.55,67,Male,Medium,Leisure,Economy,0,,Airport Kiosk,7.027026742,2,2,0,1,Middle,53
P3767,F1972,United,ATL,DFW,4/27/2023 4:44,153,On-time,1005,386.79,35,Male,Medium,Leisure,Premium Economy,2,Platinum,Airport Kiosk,7.853407619,8,71,0,0,Aisle,45
P3768,F837,JetBlue,JFK,SEA,10/6/2024 3:14,47,On-time,963,377.02,48,Female,Medium,Leisure,Business,2,,Desk,8.106447985,4,97,0,1,Aisle,59
P3769,F1931,JetBlue,DEN,DFW,7/17/2023 14:01,189,Delayed,900,359.32,53,Female,Medium,Business,Economy,1,,Mobile App,9.136617914,5,87,1,0,Middle,107
P3770,F1949,Delta,DEN,JFK,12/4/2024 2:38,72,On-time,1223,461.3,46,Male,Low,Leisure,Economy,2,,Online,7.580572502,16,5,0,0,Aisle,59
P3771,F71,Delta,SFO,ATL,6/16/2023 5:14,270,On-time,901,353.49,41,Female,High,Leisure,Economy,1,,Desk,7.188614326,24,0,0,0,Middle,56
P3772,F1562,American Airlines,JFK,LAX,10/28/2024 19:32,196,On-time,1833,337.4,24,Male,Medium,Business,Economy,0,,Airport Kiosk,8.128104488,1,24,0,0,Window,30
P3773,F1856,JetBlue,LAX,DFW,1/15/2025 1:02,161,On-time,1180,372.29,39,Female,High,Leisure,Premium Economy,0,Silver,Mobile App,8.470728162,4,31,0,0,Aisle,83
